"Ad_ID","Campaign_Name","Clicks","Impressions","Cost","Leads","Conversions","Conversion_Rate","Sale_Amount","Ad_Date","Location","Device","Keyword","Format_Date"
"A1616","Data Analytics Course",179.0,4236.0,245.01,23.0,7.0,"0.039",1822.0,"2024-11-07","Hyderabad","Mobile","learn data analytics","2024-11-07"
"A1618","Data Analytics Course",181.0,5678.0,226.89,22.0,10.0,"0.055",1992.0,"2024/11/02","Hyderabad","tablet","data anaytics training","2024-11-02"
"A1619","Data Analytics Course",85.0,5247.0,219.97,15.0,7.0,"0.082",1612.0,"2024-11-20","Hyderabad","desktop","analytics for data","2024-11-20"
"A1621","Data Analytics Course",172.0,5862.0,202.0,23.0,4.0,"0.023",1469.0,"2024/11/28","Hyderabad","DESKTOP","online data analytic","2024-11-28"
"A1622","Data Analytics Course",196.0,5040.0,197.08,11.0,9.0,"0.046",1774.0,"22-11-2024","Hyderabad","DESKTOP","data analytics course","2024-11-22"
"A1624","Data Analytics Course",135.0,5981.0,228.66,26.0,6.0,"0.044",1515.0,"12-11-2024","Hyderabad","Desktop","data anaytics training","2024-11-12"
"A1625","Data Analytics Course",97.0,3495.0,230.83,16.0,6.0,"0.062",1675.0,"2024/11/23","Hyderabad","TABLET","analytics for data","2024-11-23"
"A1626","Data Analytics Course",137.0,3702.0,215.41,25.0,9.0,"0.066",1010.0,"10-11-2024","Hyderabad","Desktop","learn data analytics","2024-11-10"
"A1627","Data Analytics Course",164.0,3405.0,217.58,10.0,3.0,"0.018",1885.0,"2024/11/30","Hyderabad","DESKTOP","data analitics online","2024-11-30"
"A1628","Data Analytics Course",178.0,3370.0,180.66,25.0,9.0,"0.051",1830.0,"2024-11-24","Hyderabad","DESKTOP","online data analytic","2024-11-24"
"A1629","Data Analytics Course",146.0,4455.0,227.13,16.0,5.0,"0.034",1040.0,"24-11-2024","Hyderabad","TABLET","online data analytic","2024-11-24"
"A1630","Data Analytics Course",149.0,4670.0,218.31,10.0,10.0,"0.067",1623.0,"2024/11/02","Hyderabad","MOBILE","analytics for data","2024-11-02"
"A1631","Data Analytics Course",193.0,4287.0,204.62,15.0,3.0,"0.016",1800.0,"2024/11/09","Hyderabad","TABLET","data anaytics training","2024-11-09"
"A1633","Data Analytics Course",106.0,4740.0,229.13,19.0,3.0,"0.028",1149.0,"2024-11-11","Hyderabad","Desktop","online data analytic","2024-11-11"
"A1634","Data Analytics Course",131.0,5642.0,184.57,20.0,9.0,"0.069",1827.0,"16-11-2024","Hyderabad","mobile","data analytics course","2024-11-16"
"A1635","Data Analytics Course",111.0,4161.0,185.58,10.0,7.0,"0.063",1434.0,"2024-11-04","Hyderabad","desktop","data anaytics training","2024-11-04"
"A1636","Data Analytics Course",144.0,4241.0,181.4,24.0,5.0,"0.035",1693.0,"2024/11/19","Hyderabad","mobile","online data analytic","2024-11-19"
"A1638","Data Analytics Course",146.0,5457.0,0.0,15.0,5.0,"0.034",1029.0,"2024-11-02","Hyderabad","desktop","data analytics course","2024-11-02"
"A1639","Data Analytics Course",133.0,4780.0,198.66,22.0,4.0,"0.03",1905.0,"09-11-2024","Hyderabad","TABLET","online data analytic","2024-11-09"
"A1641","Data Analytics Course",82.0,3454.0,228.02,30.0,7.0,"0.049",1463.0,"2024-11-09","Hyderabad","Desktop","learn data analytics","2024-11-09"
"A1642","Data Analytics Course",135.0,3449.0,200.06,17.0,5.0,"0.037",1950.0,"2024/11/07","Hyderabad","mobile","data analytics course","2024-11-07"
"A1643","Data Analytics Course",199.0,4287.0,235.58,12.0,10.0,"0.05",1276.0,"2024-11-10","Hyderabad","tablet","data analytics course","2024-11-10"
"A1644","Data Analytics Course",123.0,5000.0,187.67,25.0,3.0,"0.024",1351.0,"2024-11-07","Hyderabad","tablet","data analitics online","2024-11-07"
"A1645","Data Analytics Course",154.0,3437.0,211.63,28.0,4.0,"0.026",1604.0,"2024-11-14","Hyderabad","Tablet","data anaytics training","2024-11-14"
"A1646","Data Analytics Course",88.0,3475.0,191.96,12.0,7.0,"0.08",1204.0,"2024/11/25","Hyderabad","desktop","online data analytic","2024-11-25"
"A1647","Data Analytics Course",165.0,4889.0,180.19,21.0,4.0,"0.024",1458.0,"2024/11/19","Hyderabad","MOBILE","analytics for data","2024-11-19"
"A1648","Data Analytics Course",87.0,3639.0,220.76,22.0,3.0,"0.036",1231.0,"2024-11-14","Hyderabad","mobile","analytics for data","2024-11-14"
"A1649","Data Analytics Course",147.0,3959.0,181.18,27.0,9.0,"0.061",1627.0,"2024/11/26","Hyderabad","MOBILE","analytics for data","2024-11-26"
"A1650","Data Analytics Course",137.0,5400.0,180.04,10.0,10.0,"0.073",1375.0,"2024-11-29","Hyderabad","TABLET","analytics for data","2024-11-29"
"A1651","Data Analytics Course",188.0,5528.0,245.03,13.0,10.0,"0.053",1202.0,"2024-11-29","Hyderabad","desktop","analytics for data","2024-11-29"
"A1652","Data Analytics Course",162.0,5456.0,193.69,10.0,6.0,"0.037",1992.0,"2024-11-29","Hyderabad","tablet","online data analytic","2024-11-29"
"A1653","Data Analytics Course",102.0,4308.0,221.54,13.0,7.0,"0.06",1096.0,"2024-11-08","Hyderabad","Mobile","data analitics online","2024-11-08"
"A1654","Data Analytics Course",120.0,3245.0,196.09,15.0,9.0,"0.075",1056.0,"2024/11/22","Hyderabad","DESKTOP","data anaytics training","2024-11-22"
"A1655","Data Analytics Course",125.0,3339.0,205.32,18.0,4.0,"0.054",1985.0,"28-11-2024","Hyderabad","DESKTOP","data analytics course","2024-11-28"
"A1656","Data Analytics Course",155.0,5977.0,187.28,16.0,7.0,"0.045",1607.0,"2024/11/10","Hyderabad","DESKTOP","online data analytic","2024-11-10"
"A1657","Data Analytics Course",137.0,4231.0,226.49,25.0,5.0,"0.036",1078.0,"2024/11/12","Hyderabad","Tablet","analytics for data","2024-11-12"
"A1658","Data Analytics Course",91.0,4506.0,195.99,12.0,3.0,"0.045",1179.0,"2024-11-22","Hyderabad","Tablet","learn data analytics","2024-11-22"
"A1659","Data Analytics Course",87.0,4869.0,220.97,29.0,5.0,"0.057",1480.0,"2024-11-05","Hyderabad","DESKTOP","data anaytics training","2024-11-05"
"A1660","Data Analytics Course",124.0,5716.0,217.84,28.0,8.0,"0.065",1791.0,"2024/11/24","Hyderabad","MOBILE","data anaytics training","2024-11-24"
"A1661","Data Analytics Course",128.0,3243.0,208.41,14.0,6.0,"0.037",1514.0,"02-11-2024","Hyderabad","Mobile","online data analytic","2024-11-02"
"A1662","Data Analytics Course",111.0,3911.0,239.24,28.0,9.0,"0.081",1097.0,"2024/11/01","Hyderabad","tablet","online data analytic","2024-11-01"
"A1663","Data Analytics Course",89.0,3982.0,209.87,27.0,7.0,"0.079",1920.0,"04-11-2024","Hyderabad","desktop","data analytics course","2024-11-04"
"A1664","Data Analytics Course",107.0,5299.0,207.36,19.0,8.0,"0.075",1567.0,"2024/11/26","Hyderabad","tablet","data anaytics training","2024-11-26"
"A1665","Data Analytics Course",181.0,4150.0,236.69,15.0,5.0,"0.028",1251.0,"2024-11-10","Hyderabad","MOBILE","data analitics online","2024-11-10"
"A1666","Data Analytics Course",110.0,5925.0,188.18,29.0,9.0,"0.082",1682.0,"23-11-2024","Hyderabad","Desktop","data anaytics training","2024-11-23"
"A1667","Data Analytics Course",85.0,4010.0,195.26,17.0,4.0,"0.042",1853.0,"06-11-2024","Hyderabad","MOBILE","data analitics online","2024-11-06"
"A1668","Data Analytics Course",125.0,5767.0,0.0,12.0,8.0,"0.035",1020.0,"2024-11-19","Hyderabad","Tablet","data analitics online","2024-11-19"
"A1670","Data Analytics Course",129.0,3787.0,229.81,10.0,6.0,"0.047",1221.0,"2024-11-13","Hyderabad","desktop","online data analytic","2024-11-13"
"A1671","Data Analytics Course",112.0,4834.0,212.27,11.0,7.0,"0.062",1524.0,"2024/11/27","Hyderabad","mobile","data analitics online","2024-11-27"
"A1672","Data Analytics Course",104.0,3031.0,188.47,13.0,6.0,"0.043",1998.0,"2024-11-05","Hyderabad","desktop","data anaytics training","2024-11-05"
"A1673","Data Analytics Course",132.0,3754.0,180.88,21.0,10.0,"0.076",1601.0,"2024-11-24","Hyderabad","Mobile","online data analytic","2024-11-24"
"A1674","Data Analytics Course",113.0,3281.0,241.85,16.0,6.0,"0.053",0.0,"08-11-2024","Hyderabad","Tablet","data analitics online","2024-11-08"
"A1676","Data Analytics Course",144.0,5026.0,231.82,14.0,4.0,"0.028",1645.0,"2024/11/10","Hyderabad","DESKTOP","data analytics course","2024-11-10"
"A1677","Data Analytics Course",179.0,5091.0,238.62,10.0,6.0,"0.034",1259.0,"24-11-2024","Hyderabad","MOBILE","learn data analytics","2024-11-24"
"A1679","Data Analytics Course",116.0,4538.0,221.74,23.0,9.0,"0.078",1639.0,"2024-11-24","Hyderabad","Desktop","data anaytics training","2024-11-24"
"A1680","Data Analytics Course",89.0,3509.0,192.14,27.0,9.0,"0.101",1564.0,"2024/11/12","Hyderabad","mobile","online data analytic","2024-11-12"
"A1681","Data Analytics Course",96.0,3346.0,248.48,15.0,7.0,"0.073",1118.0,"2024-11-28","Hyderabad","desktop","data analitics online","2024-11-28"
"A1682","Data Analytics Course",193.0,4706.0,213.41,24.0,8.0,"0.046",1058.0,"2024/11/09","Hyderabad","Desktop","data analytics course","2024-11-09"
"A1683","Data Analytics Course",122.0,3896.0,194.3,23.0,3.0,"0.025",1355.0,"21-11-2024","Hyderabad","MOBILE","data analytics course","2024-11-21"
"A1684","Data Analytics Course",133.0,3332.0,201.59,14.0,7.0,"0.053",1943.0,"2024/11/15","Hyderabad","TABLET","data analytics course","2024-11-15"
"A1685","Data Analytics Course",177.0,5738.0,249.21,11.0,7.0,"0.04",1435.0,"16-11-2024","Hyderabad","Mobile","data anaytics training","2024-11-16"
"A1686","Data Analytics Course",162.0,5346.0,223.12,25.0,5.0,"0.031",1052.0,"28-11-2024","Hyderabad","Desktop","data analytics course","2024-11-28"
"A1687","Data Analytics Course",182.0,5857.0,192.69,15.0,4.0,"0.048",1384.0,"2024/11/02","Hyderabad","Desktop","data analytics course","2024-11-02"
"A1688","Data Analytics Course",154.0,4836.0,233.8,26.0,10.0,"0.065",1838.0,"2024/11/30","Hyderabad","desktop","data analytics course","2024-11-30"
"A1689","Data Analytics Course",104.0,5291.0,186.93,19.0,10.0,"0.096",1805.0,"2024-11-29","Hyderabad","tablet","data analytics course","2024-11-29"
"A1690","Data Analytics Course",101.0,4840.0,230.68,21.0,9.0,"0.089",1556.0,"2024-11-22","Hyderabad","Desktop","data anaytics training","2024-11-22"
"A1691","Data Analytics Course",173.0,4246.0,202.95,27.0,3.0,"0.017",1276.0,"2024-11-29","Hyderabad","tablet","learn data analytics","2024-11-29"
"A1692","Data Analytics Course",186.0,5824.0,224.48,29.0,6.0,"0.032",1882.0,"2024/11/28","Hyderabad","mobile","data analitics online","2024-11-28"
"A1693","Data Analytics Course",148.0,5952.0,186.32,14.0,4.0,"0.044",1469.0,"10-11-2024","Hyderabad","MOBILE","data analytics course","2024-11-10"
"A1694","Data Analytics Course",181.0,3691.0,229.14,25.0,10.0,"0.055",1375.0,"2024/11/06","Hyderabad","mobile","analytics for data","2024-11-06"
"A1695","Data Analytics Course",110.0,4350.0,243.88,16.0,9.0,"0.082",1157.0,"15-11-2024","Hyderabad","TABLET","online data analytic","2024-11-15"
"A1696","Data Analytics Course",151.0,5656.0,191.95,18.0,7.0,"0.046",1813.0,"02-11-2024","Hyderabad","MOBILE","data analitics online","2024-11-02"
"A1697","Data Analytics Course",90.0,4566.0,228.82,29.0,9.0,"0.051",1697.0,"2024-11-13","Hyderabad","Desktop","data anaytics training","2024-11-13"
"A1698","Data Analytics Course",111.0,4245.0,245.76,22.0,8.0,"0.072",0.0,"2024-11-07","Hyderabad","desktop","online data analytic","2024-11-07"
"A1699","Data Analytics Course",170.0,5053.0,217.41,16.0,9.0,"0.031",1497.0,"17-11-2024","Hyderabad","Mobile","data anaytics training","2024-11-17"
"A1700","Data Analytics Course",112.0,5093.0,228.8,23.0,7.0,"0.062",1188.0,"17-11-2024","Hyderabad","desktop","analytics for data","2024-11-17"
"A1701","Data Analytics Course",188.0,5336.0,188.73,17.0,3.0,"0.016",1601.0,"2024-11-03","Hyderabad","TABLET","online data analytic","2024-11-03"
"A1702","Data Analytics Course",85.0,4963.0,186.21,14.0,6.0,"0.071",1747.0,"05-11-2024","Hyderabad","Mobile","data analytics course","2024-11-05"
"A1703","Data Analytics Course",94.0,4544.0,235.77,23.0,8.0,"0.085",1342.0,"2024-11-05","Hyderabad","tablet","online data analytic","2024-11-05"
"A1704","Data Analytics Course",177.0,4901.0,217.54,20.0,10.0,"0.056",1975.0,"2024/11/13","Hyderabad","Tablet","data analitics online","2024-11-13"
"A1705","Data Analytics Course",150.0,5275.0,192.7,14.0,4.0,"0.027",1170.0,"27-11-2024","Hyderabad","Tablet","data analitics online","2024-11-27"
"A1706","Data Analytics Course",88.0,5225.0,202.97,22.0,6.0,"0.068",1128.0,"13-11-2024","Hyderabad","tablet","online data analytic","2024-11-13"
"A1707","Data Analytics Course",128.0,4857.0,212.61,14.0,5.0,"0.039",1538.0,"25-11-2024","Hyderabad","DESKTOP","data analitics online","2024-11-25"
"A1708","Data Analytics Course",163.0,5310.0,242.76,26.0,9.0,"0.055",1793.0,"2024-11-12","Hyderabad","mobile","learn data analytics","2024-11-12"
"A1709","Data Analytics Course",147.0,5014.0,193.08,12.0,8.0,"0.054",1017.0,"2024-11-11","Hyderabad","tablet","online data analytic","2024-11-11"
"A1710","Data Analytics Course",191.0,5855.0,196.54,29.0,3.0,"0.016",1085.0,"21-11-2024","Hyderabad","Desktop","data analytics course","2024-11-21"
"A1712","Data Analytics Course",115.0,3952.0,229.18,25.0,4.0,"0.035",1440.0,"20-11-2024","Hyderabad","tablet","online data analytic","2024-11-20"
"A1713","Data Analytics Course",123.0,4208.0,212.92,29.0,6.0,"0.049",1184.0,"2024/11/05","Hyderabad","Desktop","learn data analytics","2024-11-05"
"A1714","Data Analytics Course",121.0,5517.0,222.14,16.0,7.0,"0.058",1682.0,"2024/11/02","Hyderabad","tablet","learn data analytics","2024-11-02"
"A1715","Data Analytics Course",126.0,5460.0,210.83,24.0,10.0,"0.079",1326.0,"2024-11-14","Hyderabad","TABLET","online data analytic","2024-11-14"
"A1716","Data Analytics Course",110.0,3159.0,197.92,26.0,10.0,"0.091",1608.0,"2024-11-18","Hyderabad","MOBILE","data analitics online","2024-11-18"
"A1717","Data Analytics Course",190.0,5545.0,223.96,13.0,7.0,"0.037",1344.0,"2024/11/14","Hyderabad","tablet","analytics for data","2024-11-14"
"A1718","Data Analytics Course",148.0,3668.0,245.79,15.0,10.0,"0.068",1718.0,"2024/11/25","Hyderabad","Desktop","data analytics course","2024-11-25"
"A1719","Data Analytics Course",86.0,5663.0,231.79,19.0,10.0,"0.116",1547.0,"17-11-2024","Hyderabad","Mobile","data anaytics training","2024-11-17"
"A1721","Data Analytics Course",143.0,5638.0,229.41,23.0,4.0,"0.058",1398.0,"2024/11/03","Hyderabad","Desktop","online data analytic","2024-11-03"
"A1722","Data Analytics Course",172.0,4436.0,232.16,21.0,7.0,"0.041",1050.0,"2024/11/27","Hyderabad","Mobile","learn data analytics","2024-11-27"
"A1723","Data Analytics Course",138.0,5555.0,188.55,14.0,8.0,"0.058",1593.0,"24-11-2024","Hyderabad","desktop","data anaytics training","2024-11-24"
"A1724","Data Analytics Course",132.0,4972.0,248.45,25.0,9.0,"0.068",1126.0,"2024/11/19","Hyderabad","TABLET","data analitics online","2024-11-19"
"A1725","Data Analytics Course",174.0,3231.0,0.0,10.0,7.0,"0.04",1128.0,"2024/11/12","Hyderabad","Mobile","data analytics course","2024-11-12"
"A1726","Data Analytics Course",154.0,3461.0,235.36,18.0,4.0,"0.026",1212.0,"18-11-2024","Hyderabad","Tablet","data analitics online","2024-11-18"
"A1727","Data Analytics Course",126.0,3423.0,236.21,25.0,9.0,"0.071",1106.0,"20-11-2024","Hyderabad","tablet","data anaytics training","2024-11-20"
"A1728","Data Analytics Course",138.0,4025.0,220.96,21.0,7.0,"0.051",1416.0,"2024-11-24","Hyderabad","tablet","data analitics online","2024-11-24"
"A1729","Data Analytics Course",193.0,3800.0,199.76,27.0,9.0,"0.047",1393.0,"2024-11-17","Hyderabad","mobile","data analytics course","2024-11-17"
"A1730","Data Analytics Course",156.0,5293.0,210.43,26.0,6.0,"0.038",1449.0,"28-11-2024","Hyderabad","tablet","data analytics course","2024-11-28"
"A1731","Data Analytics Course",142.0,3565.0,180.39,26.0,5.0,"0.035",1147.0,"2024-11-01","Hyderabad","tablet","data anaytics training","2024-11-01"
"A1732","Data Analytics Course",92.0,4296.0,239.12,11.0,10.0,"0.109",1169.0,"2024/11/02","Hyderabad","TABLET","data anaytics training","2024-11-02"
"A1734","Data Analytics Course",134.0,4854.0,198.93,21.0,8.0,"0.06",1101.0,"03-11-2024","Hyderabad","DESKTOP","analytics for data","2024-11-03"
"A1736","Data Analytics Course",117.0,4630.0,196.66,15.0,8.0,"0.068",1361.0,"17-11-2024","Hyderabad","desktop","online data analytic","2024-11-17"
"A1737","Data Analytics Course",160.0,3448.0,210.38,19.0,7.0,"0.044",1705.0,"14-11-2024","Hyderabad","desktop","data analytics course","2024-11-14"
"A1738","Data Analytics Course",146.0,5297.0,198.89,30.0,8.0,"0.055",2000.0,"2024-11-02","Hyderabad","desktop","data anaytics training","2024-11-02"
"A1739","Data Analytics Course",175.0,3818.0,190.89,30.0,10.0,"0.039",1088.0,"2024/11/10","Hyderabad","tablet","data analitics online","2024-11-10"
"A1740","Data Analytics Course",122.0,4791.0,223.16,12.0,4.0,"0.033",1246.0,"05-11-2024","Hyderabad","TABLET","learn data analytics","2024-11-05"
"A1741","Data Analytics Course",85.0,3713.0,225.74,23.0,5.0,"0.047",1867.0,"24-11-2024","Hyderabad","tablet","data analitics online","2024-11-24"
"A1742","Data Analytics Course",167.0,3634.0,202.75,30.0,10.0,"0.06",1503.0,"2024/11/23","Hyderabad","desktop","data anaytics training","2024-11-23"
"A1743","Data Analytics Course",158.0,3025.0,180.5,24.0,9.0,"0.057",1725.0,"26-11-2024","Hyderabad","TABLET","data anaytics training","2024-11-26"
"A1745","Data Analytics Course",111.0,3050.0,208.87,10.0,7.0,"0.063",1774.0,"2024-11-26","Hyderabad","TABLET","analytics for data","2024-11-26"
"A1746","Data Analytics Course",186.0,5301.0,0.0,14.0,9.0,"0.048",1230.0,"2024-11-17","Hyderabad","desktop","learn data analytics","2024-11-17"
"A1747","Data Analytics Course",177.0,3042.0,239.64,26.0,4.0,"0.023",1646.0,"2024/11/20","Hyderabad","MOBILE","data analytics course","2024-11-20"
"A1748","Data Analytics Course",150.0,5272.0,239.06,13.0,9.0,"0.06",1232.0,"01-11-2024","Hyderabad","Desktop","online data analytic","2024-11-01"
"A1749","Data Analytics Course",160.0,4279.0,191.56,22.0,10.0,"0.039",1234.0,"12-11-2024","Hyderabad","Mobile","data analytics course","2024-11-12"
"A1750","Data Analytics Course",147.0,5659.0,188.07,22.0,4.0,"0.045",1796.0,"25-11-2024","Hyderabad","MOBILE","analytics for data","2024-11-25"
"A1751","Data Analytics Course",198.0,4816.0,224.96,21.0,4.0,"0.042",1601.0,"05-11-2024","Hyderabad","MOBILE","online data analytic","2024-11-05"
"A1752","Data Analytics Course",145.0,3874.0,0.0,10.0,10.0,"0.069",1153.0,"2024-11-30","Hyderabad","Mobile","data anaytics training","2024-11-30"
"A1753","Data Analytics Course",94.0,5221.0,225.23,17.0,3.0,"0.036",1209.0,"19-11-2024","Hyderabad","Tablet","learn data analytics","2024-11-19"
"A1754","Data Analytics Course",90.0,5859.0,187.29,17.0,5.0,"0.056",1375.0,"16-11-2024","Hyderabad","MOBILE","analytics for data","2024-11-16"
"A1755","Data Analytics Course",182.0,5055.0,232.64,26.0,8.0,"0.036",1815.0,"10-11-2024","Hyderabad","mobile","data anaytics training","2024-11-10"
"A1758","Data Analytics Course",103.0,3547.0,232.35,11.0,8.0,"0.078",1663.0,"26-11-2024","Hyderabad","TABLET","learn data analytics","2024-11-26"
"A1759","Data Analytics Course",148.0,3128.0,197.02,27.0,9.0,"0.061",1214.0,"2024/11/12","Hyderabad","tablet","data anaytics training","2024-11-12"
"A1760","Data Analytics Course",151.0,5201.0,198.56,15.0,10.0,"0.066",1716.0,"2024/11/05","Hyderabad","tablet","data anaytics training","2024-11-05"
"A1761","Data Analytics Course",148.0,5510.0,210.42,27.0,4.0,"0.048",1352.0,"2024-11-06","Hyderabad","MOBILE","learn data analytics","2024-11-06"
"A1762","Data Analytics Course",103.0,5628.0,195.6,24.0,8.0,"0.034",1065.0,"2024-11-09","Hyderabad","MOBILE","analytics for data","2024-11-09"
